-------------------------------------PARAMETERS: -------------------------------------
Structure:	GaₘIn₁₋ₘPₙAs₁₋ₙ
y = 0.5
T = 300
-------------------------------------ENERGY DATA: -------------------------------------		

x		Ec [eV]		Ev_hh [eV]	Ev_lh [eV]	Ev_sh [eV]
0.0000		-0.0759		-0.7746		-0.4343		-1.3617
0.0100		-0.0656		-0.7815		-0.4449		-1.3672
0.0200		-0.0555		-0.7880		-0.4552		-1.3719
0.0300		-0.0455		-0.7941		-0.4650		-1.3759
0.0400		-0.0357		-0.8000		-0.4746		-1.3793
0.0500		-0.0261		-0.8056		-0.4838		-1.3822
0.0600		-0.0165		-0.8109		-0.4928		-1.3845
0.0700		-0.0070		-0.8160		-0.5016		-1.3865
0.0800		0.0024		-0.8210		-0.5102		-1.3881
0.0900		0.0117		-0.8258		-0.5185		-1.3894
0.1000		0.0210		-0.8304		-0.5268		-1.3904
0.1100		0.0302		-0.8349		-0.5348		-1.3911
0.1200		0.0394		-0.8392		-0.5427		-1.3916
0.1300		0.0486		-0.8435		-0.5505		-1.3919
0.1400		0.0577		-0.8476		-0.5582		-1.3920
0.1500		0.0668		-0.8517		-0.5658		-1.3919
0.1600		0.0758		-0.8556		-0.5733		-1.3917
0.1700		0.0849		-0.8595		-0.5807		-1.3913
0.1800		0.0939		-0.8633		-0.5880		-1.3908
0.1900		0.1029		-0.8670		-0.5952		-1.3902
0.2000		0.1119		-0.8707		-0.6024		-1.3894
0.2100		0.1210		-0.8743		-0.6095		-1.3886
0.2200		0.1300		-0.8779		-0.6165		-1.3877
0.2300		0.1390		-0.8814		-0.6235		-1.3867
0.2400		0.1480		-0.8848		-0.6305		-1.3856
0.2500		0.1570		-0.8882		-0.6373		-1.3845
0.2600		0.1660		-0.8916		-0.6442		-1.3833
0.2700		0.1750		-0.8950		-0.6510		-1.3821
0.2800		0.1840		-0.8983		-0.6577		-1.3808
0.2900		0.1930		-0.9015		-0.6644		-1.3795
0.3000		0.2021		-0.9048		-0.6711		-1.3781
0.3100		0.2111		-0.9080		-0.6777		-1.3767
0.3200		0.2202		-0.9112		-0.6843		-1.3753
0.3300		0.2292		-0.9143		-0.6909		-1.3738
0.3400		0.2383		-0.9174		-0.6975		-1.3723
0.3500		0.2474		-0.9206		-0.7040		-1.3708
0.3600		0.2564		-0.9236		-0.7105		-1.3693
0.3700		0.2655		-0.9267		-0.7169		-1.3678
0.3800		0.2746		-0.9298		-0.7234		-1.3662
0.3900		0.2838		-0.9328		-0.7298		-1.3647
0.4000		0.2929		-0.9358		-0.7362		-1.3631
0.4100		0.3020		-0.9388		-0.7426		-1.3615
0.4200		0.3112		-0.9418		-0.7490		-1.3600
0.4300		0.3203		-0.9447		-0.7553		-1.3584
0.4400		0.3295		-0.9477		-0.7616		-1.3568
0.4500		0.3387		-0.9506		-0.7679		-1.3552
0.4600		0.3479		-0.9536		-0.7742		-1.3536
0.4700		0.3571		-0.9565		-0.7805		-1.3521
